Exiobase - Region,Exiobase - Category
COK,Retail trade services of motor fuel
COK,"Wholesale trade and commission trade services, except of motor vehicles and motorcycles (51)"
COK,"Retail  trade services, except of motor vehicles and motorcycles; repair services of personal and household goods (52)"
COK,Hotel and restaurant services (55)
COK,Railway transportation services
COK,Other land transportation services
COK,Transportation services via pipelines
COK,Sea and coastal water transportation services
COK,Inland water transportation services
COK,Air transport services (62)
COK,Supporting and auxiliary transport services; travel agency services (63)
COK,Post and telecommunication services (64)
COK,"Financial intermediation services, except insurance and pension funding services (65)"
COK,"Insurance and pension funding services, except compulsory social security services (66)"
COK,Services auxiliary to financial intermediation (67)
COK,Real estate services (70)
COK,Renting services of machinery and equipment without operator and of personal and household goods (71)
COK,Computer and related services (72)
COK,Research and development services (73)
COK,Other business services (74)
COK,Public administration and defence services; compulsory social security services (75)
COK,Education services (80)
COK,Health and social work services (85)
COK,Food waste for treatment: incineration
COK,Paper waste for treatment: incineration
COK,Plastic waste for treatment: incineration
COK,Intert/metal waste for treatment: incineration
COK,Textiles waste for treatment: incineration
COK,Wood waste for treatment: incineration
COK,Oil/hazardous waste for treatment: incineration
COK,Food waste for treatment: biogasification and land application
COK,Paper waste for treatment: biogasification and land application
COK,Sewage sludge for treatment: biogasification and land application
COK,Food waste for treatment: composting and land application
COK,Paper and wood waste for treatment: composting and land application
COK,Food waste for treatment: waste water treatment
COK,Other waste for treatment: waste water treatment
COK,Food waste for treatment: landfill
COK,Paper for treatment: landfill
COK,Plastic waste for treatment: landfill
COK,Inert/metal/hazardous waste for treatment: landfill
COK,Textiles waste for treatment: landfill
COK,Wood waste for treatment: landfill
COK,Membership organisation services n.e.c. (91)
COK,"Recreational, cultural and sporting services (92)"
COK,Other services (93)
COK,Private households with employed persons (95)
COK,Extra-territorial organizations and bodies
CRI,Paddy rice
CRI,Wheat
CRI,Cereal grains nec
CRI,"Vegetables, fruit, nuts"
CRI,Oil seeds
CRI,"Sugar cane, sugar beet"
CRI,Plant-based fibers
CRI,Crops nec
CRI,Cattle
CRI,Pigs
CRI,Poultry
CRI,Meat animals nec
CRI,Animal products nec
CRI,Raw milk
CRI,"Wool, silk-worm cocoons"
CRI,Manure (conventional treatment)
CRI,Manure (biogas treatment)
CRI,"Products of forestry, logging and related services (02)"
CRI,Fish and other fishing products; services incidental of fishing (05)
CRI,Anthracite
CRI,Coking Coal
CRI,Other Bituminous Coal
CRI,Sub-Bituminous Coal
CRI,Patent Fuel
CRI,Lignite/Brown Coal
CRI,BKB/Peat Briquettes
CRI,Peat
CRI,"Crude petroleum and services related to crude oil extraction, excluding surveying"
CRI,"Natural gas and services related to natural gas extraction, excluding surveying"
CRI,Natural Gas Liquids
CRI,Other Hydrocarbons
CRI,Uranium and thorium ores (12)
CRI,Iron ores
CRI,Copper ores and concentrates
CRI,Nickel ores and concentrates
CRI,Aluminium ores and concentrates
CRI,Precious metal ores and concentrates
CRI,"Lead, zinc and tin ores and concentrates"
CRI,Other non-ferrous metal ores and concentrates
CRI,Stone
CRI,Sand and clay
CRI,"Chemical and fertilizer minerals, salt and other mining and quarrying products n.e.c."
CRI,Products of meat cattle
CRI,Products of meat pigs
CRI,Products of meat poultry
CRI,Meat products nec
CRI,products of Vegetable oils and fats
CRI,Dairy products
CRI,Processed rice
CRI,Sugar
CRI,Food products nec
CRI,Beverages
CRI,Fish products
CRI,Tobacco products (16)
CRI,Textiles (17)
CRI,Wearing apparel; furs (18)
CRI,Leather and leather products (19)
CRI,Wood and products of wood and cork (except furniture); articles of straw and plaiting materials (20)
CRI,"Wood material for treatment, Re-processing of secondary wood material into new wood material"
CRI,Pulp
CRI,"Secondary paper for treatment, Re-processing of secondary paper into new pulp"
CRI,Paper and paper products
CRI,Printed matter and recorded media (22)
CRI,Coke Oven Coke
CRI,Gas Coke
CRI,Coal Tar
CRI,Motor Gasoline
CRI,Aviation Gasoline
CRI,Gasoline Type Jet Fuel
CRI,Kerosene Type Jet Fuel
CRI,Kerosene
CRI,Gas/Diesel Oil
CRI,Heavy Fuel Oil
CRI,Refinery Gas
CRI,Liquefied Petroleum Gases (LPG)
CRI,Refinery Feedstocks
CRI,Ethane
CRI,Naphtha
CRI,White Spirit & SBP
CRI,Lubricants
CRI,Bitumen
CRI,Paraffin Waxes
CRI,Petroleum Coke
CRI,Non-specified Petroleum Products
CRI,Nuclear fuel
CRI,"Plastics, basic"
CRI,"Secondary plastic for treatment, Re-processing of secondary plastic into new plastic"
CRI,N-fertiliser
CRI,P- and other fertiliser
CRI,Chemicals nec
CRI,Charcoal
CRI,Additives/Blending Components
CRI,Biogasoline
CRI,Biodiesels
CRI,Other Liquid Biofuels
CRI,Rubber and plastic products (25)
CRI,Glass and glass products
CRI,"Secondary glass for treatment, Re-processing of secondary glass into new glass"
CRI,Ceramic goods
CRI,"Bricks, tiles and construction products, in baked clay"
CRI,"Cement, lime and plaster"
CRI,"Ash for treatment, Re-processing of ash into clinker"
CRI,Other non-metallic mineral products
CRI,Basic iron and steel and of ferro-alloys and first products thereof
CRI,"Secondary steel for treatment, Re-processing of secondary steel into new steel"
CRI,Precious metals
CRI,"Secondary preciuos metals for treatment, Re-processing of secondary preciuos metals into new preciuos metals"
CRI,Aluminium and aluminium products
CRI,"Secondary aluminium for treatment, Re-processing of secondary aluminium into new aluminium"
CRI,"Lead, zinc and tin and products thereof"
CRI,"Secondary lead for treatment, Re-processing of secondary lead into new lead"
CRI,Copper products
CRI,"Secondary copper for treatment, Re-processing of secondary copper into new copper"
CRI,Other non-ferrous metal products
CRI,"Secondary other non-ferrous metals for treatment, Re-processing of secondary other non-ferrous metals into new other non-ferrous metals"
CRI,Foundry work services
CRI,"Fabricated metal products, except machinery and equipment (28)"
CRI,Machinery and equipment n.e.c. (29)
CRI,Office machinery and computers (30)
CRI,Electrical machinery and apparatus n.e.c. (31)
CRI,"Radio, television and communication equipment and apparatus (32)"
CRI,"Medical, precision and optical instruments, watches and clocks (33)"
CRI,"Motor vehicles, trailers and semi-trailers (34)"
CRI,Other transport equipment (35)
CRI,Furniture; other manufactured goods n.e.c. (36)
CRI,Secondary raw materials
CRI,"Bottles for treatment, Recycling of bottles by direct reuse"
CRI,Electricity by coal
CRI,Electricity by gas
CRI,Electricity by nuclear
CRI,Electricity by hydro
CRI,Electricity by wind
CRI,Electricity by petroleum and other oil derivatives
CRI,Electricity by biomass and waste
CRI,Electricity by solar photovoltaic
CRI,Electricity by solar thermal
CRI,"Electricity by tide, wave, ocean"
CRI,Electricity by Geothermal
CRI,Electricity nec
CRI,Transmission services of electricity
CRI,Distribution and trade services of electricity
CRI,Coke oven gas
CRI,Blast Furnace Gas
CRI,Oxygen Steel Furnace Gas
CRI,Gas Works Gas
CRI,Biogas
CRI,Distribution services of gaseous fuels through mains
CRI,Steam and hot water supply services
CRI,"Collected and purified water, distribution services of water (41)"
CRI,Construction work (45)
CRI,"Secondary construction material for treatment, Re-processing of secondary construction material into aggregates"
CRI,"Sale, maintenance, repair of motor vehicles, motor vehicles parts, motorcycles, motor cycles parts and accessoiries"
CRI,Retail trade services of motor fuel
CRI,"Wholesale trade and commission trade services, except of motor vehicles and motorcycles (51)"
CRI,"Retail  trade services, except of motor vehicles and motorcycles; repair services of personal and household goods (52)"
CRI,Hotel and restaurant services (55)
CRI,Railway transportation services
CRI,Other land transportation services
CRI,Transportation services via pipelines
CRI,Sea and coastal water transportation services
CRI,Inland water transportation services
CRI,Air transport services (62)
CRI,Supporting and auxiliary transport services; travel agency services (63)
CRI,Post and telecommunication services (64)
CRI,"Financial intermediation services, except insurance and pension funding services (65)"
CRI,"Insurance and pension funding services, except compulsory social security services (66)"
CRI,Services auxiliary to financial intermediation (67)
CRI,Real estate services (70)
CRI,Renting services of machinery and equipment without operator and of personal and household goods (71)
CRI,Computer and related services (72)
CRI,Research and development services (73)
CRI,Other business services (74)
CRI,Public administration and defence services; compulsory social security services (75)
CRI,Education services (80)
CRI,Health and social work services (85)
CRI,Food waste for treatment: incineration
CRI,Paper waste for treatment: incineration
CRI,Plastic waste for treatment: incineration
CRI,Intert/metal waste for treatment: incineration
CRI,Textiles waste for treatment: incineration
CRI,Wood waste for treatment: incineration
CRI,Oil/hazardous waste for treatment: incineration
CRI,Food waste for treatment: biogasification and land application
CRI,Paper waste for treatment: biogasification and land application
CRI,Sewage sludge for treatment: biogasification and land application
CRI,Food waste for treatment: composting and land application
CRI,Paper and wood waste for treatment: composting and land application
CRI,Food waste for treatment: waste water treatment
CRI,Other waste for treatment: waste water treatment
CRI,Food waste for treatment: landfill
CRI,Paper for treatment: landfill
CRI,Plastic waste for treatment: landfill
CRI,Inert/metal/hazardous waste for treatment: landfill
CRI,Textiles waste for treatment: landfill
CRI,Wood waste for treatment: landfill
CRI,Membership organisation services n.e.c. (91)
CRI,"Recreational, cultural and sporting services (92)"
CRI,Other services (93)
CRI,Private households with employed persons (95)
CRI,Extra-territorial organizations and bodies
HRV,Paddy rice
HRV,Wheat
HRV,Cereal grains nec
HRV,"Vegetables, fruit, nuts"
HRV,Oil seeds
HRV,"Sugar cane, sugar beet"
HRV,Plant-based fibers
HRV,Crops nec
HRV,Cattle
HRV,Pigs
HRV,Poultry
HRV,Meat animals nec
HRV,Animal products nec
HRV,Raw milk
HRV,"Wool, silk-worm cocoons"
HRV,Manure (conventional treatment)
HRV,Manure (biogas treatment)
HRV,"Products of forestry, logging and related services (02)"
HRV,Fish and other fishing products; services incidental of fishing (05)
HRV,Anthracite
HRV,Coking Coal
HRV,Other Bituminous Coal
HRV,Sub-Bituminous Coal
HRV,Patent Fuel
HRV,Lignite/Brown Coal
HRV,BKB/Peat Briquettes
HRV,Peat
HRV,"Crude petroleum and services related to crude oil extraction, excluding surveying"
HRV,"Natural gas and services related to natural gas extraction, excluding surveying"
HRV,Natural Gas Liquids
HRV,Other Hydrocarbons
HRV,Uranium and thorium ores (12)
HRV,Iron ores
HRV,Copper ores and concentrates
HRV,Nickel ores and concentrates
HRV,Aluminium ores and concentrates
HRV,Precious metal ores and concentrates
HRV,"Lead, zinc and tin ores and concentrates"
HRV,Other non-ferrous metal ores and concentrates
HRV,Stone
HRV,Sand and clay
HRV,"Chemical and fertilizer minerals, salt and other mining and quarrying products n.e.c."
